Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
2007,December,Crockett                                             ,County,Not Adjusted,"2,027","2,089",62,3
2007,March,Crosby                                               ,County,Not Adjusted,"2,509","2,654",145,5.5
2007,June,Crosby                                               ,County,Not Adjusted,"2,474","2,613",139,5.3
2007,September,Crosby                                               ,County,Not Adjusted,"2,523","2,638",115,4.4
2007,December,Crosby                                               ,County,Not Adjusted,"2,535","2,641",106,4
2007,March,Culberson                                            ,County,Not Adjusted,"1,710","1,761",51,2.9
2007,June,Culberson                                            ,County,Not Adjusted,"1,727","1,781",54,3
2007,September,Culberson                                            ,County,Not Adjusted,"1,688","1,732",44,2.5
2007,December,Culberson                                            ,County,Not Adjusted,"1,745","1,791",46,2.6
2007,March,Dallam                                               ,County,Not Adjusted,"3,164","3,253",89,2.7
2007,June,Dallam                                               ,County,Not Adjusted,"3,206","3,308",102,3.1
2007,September,Dallam                                               ,County,Not Adjusted,"3,113","3,212",99,3.1
2007,December,Dallam                                               ,County,Not Adjusted,"3,215","3,307",92,2.8
2007,March,Dallas                                               ,County,Not Adjusted,"1,078,233","1,128,343","50,110",4.4
2007,June,Dallas                                               ,County,Not Adjusted,"1,084,775","1,140,091","55,316",4.9
2007,September,Dallas                                               ,County,Not Adjusted,"1,089,387","1,144,211","54,824",4.8
2007,December,Dallas                                               ,County,Not Adjusted,"1,096,860","1,149,756","52,896",4.6
2007,March,Dawson                                               ,County,Not Adjusted,"4,835","5,110",275,5.4
2007,June,Dawson                                               ,County,Not Adjusted,"4,821","5,122",301,5.9
2007,September,Dawson                                               ,County,Not Adjusted,"4,762","5,024",262,5.2
2007,December,Dawson                                               ,County,Not Adjusted,"4,938","5,166",228,4.4
2007,March,Deaf Smith                                           ,County,Not Adjusted,"8,122","8,427",305,3.6
2007,June,Deaf Smith                                           ,County,Not Adjusted,"8,467","8,813",346,3.9
2007,September,Deaf Smith                                           ,County,Not Adjusted,"8,508","8,830",322,3.6
2007,December,Deaf Smith                                           ,County,Not Adjusted,"8,895","9,193",298,3.2
2007,March,Delta                                                ,County,Not Adjusted,"2,179","2,295",116,5.1
2007,June,Delta                                                ,County,Not Adjusted,"2,191","2,304",113,4.9
2007,September,Delta                                                ,County,Not Adjusted,"2,201","2,315",114,4.9
2007,December,Delta                                                ,County,Not Adjusted,"2,216","2,325",109,4.7
2007,March,Denton                                               ,County,Not Adjusted,"322,454","334,952","12,498",3.7
2007,June,Denton                                               ,County,Not Adjusted,"324,409","338,792","14,383",4.2
2007,September,Denton                                               ,County,Not Adjusted,"325,789","339,412","13,623",4
2007,December,Denton                                               ,County,Not Adjusted,"328,023","341,157","13,134",3.8
2007,March,DeWitt                                               ,County,Not Adjusted,"8,691","9,034",343,3.8
2007,June,DeWitt                                               ,County,Not Adjusted,"8,688","9,064",376,4.1
2007,September,DeWitt                                               ,County,Not Adjusted,"8,590","8,963",373,4.2
2007,December,DeWitt                                               ,County,Not Adjusted,"8,652","9,003",351,3.9
2007,March,Dickens                                              ,County,Not Adjusted,"1,147","1,196",49,4.1
2007,June,Dickens                                              ,County,Not Adjusted,"1,179","1,219",40,3.3
2007,September,Dickens                                              ,County,Not Adjusted,"1,073","1,129",56,5
2007,December,Dickens                                              ,County,Not Adjusted,"1,103","1,146",43,3.8
2007,March,Dimmit                                               ,County,Not Adjusted,"3,730","3,980",250,6.3
2007,June,Dimmit                                               ,County,Not Adjusted,"3,900","4,180",280,6.7
2007,September,Dimmit                                               ,County,Not Adjusted,"3,686","3,932",246,6.3
2007,December,Dimmit                                               ,County,Not Adjusted,"3,641","3,878",237,6.1
2007,March,Donley                                               ,County,Not Adjusted,"1,725","1,803",78,4.3
2007,June,Donley                                               ,County,Not Adjusted,"1,767","1,861",94,5.1
2007,September,Donley                                               ,County,Not Adjusted,"1,636","1,717",81,4.7
2007,December,Donley                                               ,County,Not Adjusted,"1,818","1,886",68,3.6
